Student Id,Off Class,Days Enrolled,Full Day Present,Full Day Absent,Half Day,Total Late,Percent Attd
235461415,12A,144,129,15,0,0,89.5
215767617,12A,144,99,45,0,0,68.7
209088772,12A,144,134,10,0,0,93
217767607,12A,144,144,0,0,0,100
215994971,12A,144,129,15,0,0,89.5
215779943,12A,144,131,13,0,0,90.9
216517144,12A,144,59,85,0,0,40.9
206548968,12A,144,129,15,0,0,89.5
227171097,12A,144,107,37,0,0,74.3
217447986,12A,144,142,2,0,0,98.6
220110043,12A,143,133,10,0,0,93
217021260,12A,144,140,4,0,0,97.2
240873893,12A,144,128,16,0,0,88.8
206341604,12A,144,87,57,1,0,60.4
218658458,12A,144,135,9,0,0,93.7
214104770,12A,144,144,0,0,0,100
215867169,12A,144,127,17,0,0,88.1
214323982,12A,144,123,21,0,0,85.4
215390063,12A,144,132,12,0,0,91.6
215884347,12A,144,143,1,0,0,99.3
214451551,12A,144,131,13,0,0,90.9
214291494,12A,143,127,16,0,0,88.8
216736363,12A,144,138,6,0,0,95.8
214125726,12A,144,136,8,0,0,94.4
215361429,12A,144,140,4,0,0,97.2
221463706,12A,144,144,0,0,0,100
233448398,12A,144,87,57,0,0,60.4
217443183,12A,144,142,2,0,0,98.6
244846549,12A,144,50,94,0,0,34.7
217192665,12A,144,134,10,0,0,93
218630291,12A,144,142,2,0,0,98.6
220826358,12A,144,116,28,0,0,80.5
217266857,12A,144,137,7,0,0,95.1
215883950,12A,144,133,11,0,0,92.3
208536409,12D,144,126,18,1,0,87.5
209094366,12D,144,133,11,0,0,92.3
215515669,12D,144,140,4,0,0,97.2
217228469,12D,144,131,13,0,0,90.9
215615204,12D,144,119,25,0,0,82.6
209219161,12D,144,134,10,0,0,93
216927640,12D,144,63,81,0,0,43.7
215457441,12D,144,128,16,0,0,88.8
206547598,12D,144,131,13,0,0,90.9
215706300,12D,144,141,3,0,0,97.9
215364704,12D,144,129,15,0,0,89.5
217115575,12D,144,134,10,0,0,93
216443549,12D,144,143,1,0,0,99.3
215886276,12D,144,142,2,0,0,98.6
214452336,12D,144,144,0,0,0,100
216236802,12D,144,134,10,0,0,93
238550826,190,144,142,2,0,0,98.6
247280217,190,144,144,0,0,0,100
221213218,190,144,138,6,0,0,95.8
224566059,190,144,142,2,0,0,98.6
226809945,190,144,112,32,0,0,77.7
224702423,190,144,144,0,0,0,100
240870212,190,144,144,0,0,0,100
224281527,190,144,139,5,0,0,96.5
225122522,190,144,141,3,0,0,97.9
243722998,190,144,140,4,0,0,97.2
227223328,190,144,136,8,0,0,94.4
224284182,190,144,144,0,0,0,100
222688905,190,144,142,2,0,0,98.6
224565176,190,144,142,2,0,0,98.6
231558644,190,141,80,61,0,0,56.7
227438447,190,144,144,0,0,0,100
230397564,190,144,140,4,0,0,97.2
214864449,190,144,143,1,0,0,99.3
233638790,190,144,144,0,0,0,100
226084390,190,144,139,5,0,0,96.5
225122639,190,144,133,11,0,0,92.3
221277874,190,144,143,1,0,0,99.3
221540297,190,144,142,2,0,0,98.6
225649318,190,144,140,4,0,0,97.2
226604429,190,144,142,2,0,0,98.6
233584689,190,144,144,0,0,0,100
223959164,190,144,143,1,0,0,99.3
230329286,190,144,131,13,0,0,90.9
246068589,190,144,139,5,0,0,96.5
225695139,190,144,140,4,0,0,97.2
228583332,190,144,142,2,0,0,98.6
247239874,190,144,140,4,0,0,97.2
227958345,190,144,144,0,0,0,100
226083913,190,144,122,22,0,0,84.7
249703869,190,144,143,1,0,0,99.3
226046068,190,144,141,3,0,0,97.9
227438439,190,144,140,4,0,0,97.2
220769012,190,144,142,2,0,0,98.6
233766468,190,144,143,1,0,0,99.3
205465602,190,144,140,4,0,0,97.2
224200212,190,144,131,13,0,0,90.9
218553394,190,144,134,10,0,0,93
220650543,190,144,113,31,0,0,78.4
227260650,190,144,141,3,0,0,97.9
228213609,190,144,141,3,0,0,97.9
230404378,190,144,130,14,0,0,90.2
225087303,190,144,142,2,0,0,98.6
221066970,190,144,136,8,0,0,94.4
224816603,190,144,126,18,0,0,87.5
232057109,190,144,135,9,0,0,93.7
230404386,190,144,144,0,0,0,100
228071361,190,144,144,0,0,0,100
223140591,190,144,126,18,0,0,87.5
231498882,190,144,143,1,0,0,99.3
224151944,190,144,140,4,0,0,97.2
246046759,190,144,134,10,0,0,93
219573128,190,144,141,3,0,0,97.9
240972380,190,144,139,5,0,0,96.5
245407473,190,144,142,2,0,0,98.6
225586957,190,143,136,7,0,0,95.1
219783222,190,143,143,0,0,0,100
220775779,190,144,138,6,0,0,95.8
221231517,190,144,143,1,0,0,99.3
219826146,190,144,142,2,0,0,98.6
233766443,190,144,140,4,0,0,97.2
237191705,190,144,140,4,0,0,97.2
219205499,190,144,144,0,0,0,100
220578439,190,144,144,0,0,0,100
221698236,190,144,142,2,0,0,98.6
233070978,190,144,143,1,0,0,99.3
229204458,190,144,141,3,0,0,97.9
239893373,190,144,139,5,0,0,96.5
225865278,190,144,140,4,0,0,97.2
225587062,190,144,136,8,0,0,94.4
230598427,190,144,143,1,0,0,99.3
226084531,190,144,143,1,0,0,99.3
229108428,190,144,137,7,0,0,95.1
228527644,190,144,143,1,0,0,99.3
224297192,190,144,133,11,0,0,92.3
249489378,190,144,141,3,0,0,97.9
224820399,190,144,143,1,0,0,99.3
228527636,190,144,143,1,0,0,99.3
229406152,190,144,144,0,0,0,100
229589569,190,144,142,2,0,0,98.6
229069570,190,143,142,1,0,0,99.3
233600055,190,144,143,1,0,0,99.3
225787878,190,144,144,0,0,0,100
220230858,190,144,144,0,0,0,100
235671567,190,144,143,1,0,0,99.3
225237940,190,144,134,10,0,0,93
221337140,190,144,137,7,0,0,95.1
229399746,190,144,144,0,0,0,100
225049261,190,144,144,0,0,0,100
232778670,199,144,141,3,0,0,97.9
222780777,199,142,119,23,0,0,83.8
220791941,199,144,144,0,0,0,100
225574219,199,144,142,2,0,0,98.6
223187758,199,144,137,7,0,0,95.1
220869069,199,144,143,1,0,0,99.3
224702480,199,144,133,11,0,0,92.3
220156962,199,144,144,0,0,0,100
224422501,199,144,143,1,0,0,99.3
225741420,199,144,143,1,0,0,99.3
222924169,962,144,144,0,0,0,100
220645642,962,144,118,26,0,0,81.9
